TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
5;false;true;0;0;
8;true;false;0;0;
10;false;false;0;0;
12;true;true;0;0;
14;false;false;0;0;
16;false;false;0;0;
19;false;true;0;0;
21;false;false;0;0;
24;false;true;0;0;
27;true;true;0;0;
29;false;false;0;0;
31;false;true;0;0;
34;true;true;0;0;
37;false;false;0;0;
40;true;false;2;0;REQ003
42;false;false;2;0;
44;true;false;2;0;
46;true;false;2;0;
49;false;false;2;0;
52;false;false;2;0;
54;false;false;2;0;
57;true;true;2;0;
60;false;true;2;0;
62;true;false;2;0;
64;false;true;2;0;
67;true;false;2;0;
70;false;true;0;0;REQ005REQ001
72;false;false;0;0;
74;true;true;0;0;
77;true;true;0;0;
80;false;false;0;0;
