TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
22;false;5;true;on ;low ;false;
51;false;7;true;on ;low ;false;
74;false;3;true;on ;low ;false;
123;true;10;true;off ;high ;false;REQ001REQ002REQ011
139;false;10;false;off ;high ;false;
169;false;5;false;on ;low ;false;REQ004REQ003REQ010
185;false;6;true;on ;low ;false;
223;false;10;true;off ;high ;false;REQ001REQ011REQ002
266;false;4;true;on ;low ;false;REQ004REQ003REQ010
310;false;8;false;on ;low ;false;
348;false;1;true;on ;low ;false;
382;true;8;false;off ;low ;true;REQ005REQ009
428;true;11;true;off ;high ;false;REQ001REQ006REQ002
470;false;1;true;on ;low ;false;REQ004REQ003REQ010
491;true;2;false;off ;low ;true;REQ005REQ009
531;true;1;false;off ;low ;true;
574;false;2;true;on ;low ;false;REQ006REQ010
593;true;9;true;off ;permitted ;false;REQ001REQ011
636;true;3;true;on ;low ;false;REQ003REQ010
653;false;0;true;on ;low ;false;
683;false;0;true;on ;low ;false;
700;false;11;false;off ;high ;false;REQ001REQ002REQ011
734;true;7;false;off ;low ;true;REQ004REQ005REQ003
760;true;11;false;off ;high ;false;REQ001REQ002REQ008
774;true;11;false;off ;high ;false;
817;true;4;false;on ;low ;false;REQ004REQ003REQ010
858;true;11;true;off ;high ;false;REQ001REQ002REQ011
867;false;6;true;on ;low ;false;REQ004REQ003REQ010
908;true;10;false;off ;high ;false;REQ001REQ002REQ011
918;true;7;true;on ;low ;false;REQ004REQ003REQ010
953;false;5;false;on ;low ;false;
986;true;5;true;on ;low ;false;
1026;true;8;false;on ;low ;false;
1056;true;5;true;on ;low ;false;
1082;false;11;false;off ;high ;false;REQ001REQ011REQ002
1123;false;8;true;on ;low ;false;REQ004REQ003REQ010
