TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
18;false;false;false;false;3;REQ004
60;true;false;true;true;4;REQ005
73;false;false;false;false;3;REQ004
104;true;false;false;true;4;REQ005
145;false;false;false;true;1;REQ002
162;false;false;false;true;1;REQ002
211;true;true;false;true;1;
234;true;true;false;false;1;
258;true;false;true;false;4;REQ005
293;false;true;true;false;5;REQ007
321;false;false;true;true;0;REQ001
357;true;false;false;true;4;REQ005
397;true;false;true;true;4;REQ005
438;true;true;true;true;4;REQ006
467;false;false;true;false;2;REQ003
493;false;true;true;false;5;REQ007
512;false;false;false;false;3;REQ004
549;true;true;false;true;3;
584;false;false;false;true;1;REQ002
593;false;false;false;true;1;REQ002
605;true;false;true;true;4;REQ005
624;true;false;true;true;4;REQ005
671;false;true;false;true;5;REQ007
722;false;true;true;false;5;REQ007
752;true;true;true;true;5;REQ008
