TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
24;true;false;true;true;4;REQ005
39;true;false;true;true;4;REQ005
70;true;true;false;false;4;REQ006
103;true;true;false;false;4;
125;true;false;true;true;4;REQ005
136;true;false;false;false;4;REQ005
181;true;true;false;true;4;REQ006
197;true;false;true;true;4;REQ005
213;false;false;true;true;0;REQ001
226;false;false;true;false;2;REQ003
268;true;false;false;false;4;REQ005
304;false;true;false;true;5;REQ007
351;true;false;false;true;4;REQ005
390;false;false;false;true;1;REQ002
440;true;false;true;false;4;REQ005
456;true;true;false;true;4;REQ006
503;false;false;true;false;2;REQ003
518;false;false;true;true;0;REQ001
543;false;false;false;false;3;REQ004
564;true;false;false;false;4;REQ005
610;true;false;false;false;4;REQ005
639;true;false;false;false;4;REQ005
680;true;false;true;false;4;REQ005
724;true;true;false;true;4;REQ006
757;true;false;false;false;4;REQ005
