TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
11;false;false;false;true;1;REQ002
47;true;true;true;false;1;
89;false;true;true;true;5;REQ007
132;false;true;false;true;5;REQ007
145;false;false;false;false;3;REQ004
178;false;true;false;true;5;REQ007
220;false;true;true;false;5;REQ007
249;true;false;false;true;4;REQ005
258;true;true;true;true;4;REQ006
287;false;false;false;true;1;REQ002
324;true;true;true;true;1;
374;true;false;true;true;4;REQ005
386;true;true;false;false;4;REQ006
407;false;true;false;false;5;REQ007
454;true;true;false;true;5;REQ008
502;true;true;false;true;5;
539;true;true;true;false;5;
557;false;false;false;false;3;REQ004
585;true;false;false;true;4;REQ005
608;false;false;false;false;3;REQ004
657;true;false;false;true;4;REQ005
696;true;false;false;true;4;REQ005
725;false;false;false;true;1;REQ002
743;false;false;false;true;1;REQ002
786;false;false;false;false;3;REQ004
