TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;true;true;false;true;3;
55;true;false;false;true;4;REQ005
96;true;true;false;true;4;REQ006
119;false;true;true;true;5;REQ007
137;true;false;true;false;4;REQ005
187;true;false;true;false;4;REQ005
206;true;false;false;false;4;REQ005
230;true;true;false;true;4;REQ006
259;false;false;false;true;1;REQ002
268;false;true;true;false;5;REQ007
305;true;true;false;false;5;REQ008
327;false;false;false;false;3;REQ004
344;false;false;false;true;1;REQ002
363;false;false;false;false;3;REQ004
391;false;true;true;false;5;REQ007
412;false;true;false;false;5;REQ007
463;true;false;false;false;4;REQ005
494;false;true;true;false;5;REQ007
537;false;true;true;false;5;REQ007
556;false;false;false;true;1;REQ002
600;true;false;true;false;4;REQ005
643;true;true;true;true;4;REQ006
693;false;true;true;false;5;REQ007
733;true;false;false;false;4;REQ005
743;false;false;false;false;3;REQ004
