TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
319;1;1;81;0;0;REQ005REQ012REQ004
603;0;1;80;2;1;REQ001REQ016
893;1;2;79;2;0;REQ012
1163;0;0;80;2;0;
1492;0;1;79;2;1;REQ010
1769;1;2;81;0;0;REQ002REQ012REQ004
2069;1;2;81;0;0;REQ004
2311;1;1;79;2;1;REQ013REQ001
2613;0;0;79;2;1;
2845;1;2;79;2;0;REQ012
3069;1;2;81;0;0;REQ009REQ004
3292;0;2;79;2;3;REQ001REQ017
3569;0;2;81;3;3;REQ003
3816;1;1;81;0;0;REQ012REQ004
4085;1;0;79;2;0;REQ001
4364;0;2;81;3;3;REQ009REQ011REQ003
4678;0;1;81;1;1;REQ003REQ010REQ002
4996;0;1;79;2;1;REQ001
5257;0;2;79;2;3;REQ011
5478;1;2;80;2;0;REQ012
5699;0;2;81;3;3;REQ017REQ003
6039;1;2;79;2;0;REQ001REQ012
6346;1;0;80;2;0;
6659;1;1;80;2;1;REQ013
6960;1;1;81;1;1;REQ002
