TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
43;false;true;false;false;5;REQ007
74;true;true;true;true;5;REQ008
108;false;false;false;true;1;REQ002
135;true;false;false;false;4;REQ005
182;true;true;true;true;4;REQ006
211;false;false;false;false;3;REQ004
248;true;false;true;false;4;REQ005
265;false;false;true;true;0;REQ001
302;false;true;false;false;5;REQ007
316;true;true;false;false;5;REQ008
327;false;false;true;false;2;REQ003
337;true;true;false;true;2;
366;true;false;true;false;4;REQ005
384;false;true;false;false;5;REQ007
410;true;true;false;false;5;REQ008
440;true;false;false;true;4;REQ005
482;false;true;false;true;5;REQ007
525;false;false;true;false;2;REQ003
549;true;false;false;true;4;REQ005
559;true;true;false;false;4;REQ006
569;false;true;false;false;5;REQ007
620;false;false;false;false;3;REQ004
659;true;false;false;true;4;REQ005
700;true;true;false;true;4;REQ006
737;true;false;true;true;4;REQ005
