TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
6;false;true;0;0;
9;false;true;0;0;
12;false;false;0;0;
14;false;true;0;0;
17;true;false;0;0;
19;false;true;0;0;
21;false;true;0;0;
24;false;false;0;0;
26;false;false;0;0;
28;true;false;3;0;REQ002
30;true;false;3;0;
33;false;false;3;0;
35;true;false;3;0;
38;false;false;1;1;REQ004
40;false;true;0;1;REQ001
42;true;false;0;1;
45;true;false;0;1;
48;false;true;0;1;
50;true;false;0;1;
53;true;false;0;1;
55;false;true;0;1;
57;true;false;0;1;
60;true;true;0;1;
62;true;false;0;1;
65;false;true;0;1;
67;false;false;0;1;
69;true;true;0;1;
72;true;true;0;1;
74;true;false;0;1;
77;true;false;0;1;
79;false;false;0;1;
