TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
25;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
40;false;10;true;off ;high ;false;REQ002REQ008
69;false;6;true;on ;low ;false;REQ004REQ003REQ010
79;false;7;true;on ;low ;false;
112;false;8;true;on ;low ;false;
124;false;11;true;off ;high ;false;REQ001REQ002REQ011
147;true;7;true;on ;low ;false;REQ004REQ003REQ010
196;true;9;true;off ;permitted ;false;REQ001REQ011
234;false;10;true;off ;high ;false;REQ002
259;false;9;true;off ;permitted ;false;REQ004
299;true;6;true;on ;low ;false;REQ003REQ010
348;true;0;false;on ;low ;false;
363;true;2;true;on ;low ;false;
413;false;3;true;on ;low ;false;
453;true;3;true;on ;low ;false;
465;false;8;true;on ;low ;false;
513;false;10;false;off ;high ;false;REQ001REQ002REQ011
549;true;10;true;off ;high ;false;
573;true;10;true;off ;high ;false;
588;false;4;false;on ;low ;false;REQ004REQ003REQ010
633;true;10;false;off ;high ;false;REQ001REQ011REQ002
653;true;11;false;off ;high ;false;
666;false;7;true;on ;low ;false;REQ004REQ003REQ010
706;false;9;false;off ;permitted ;false;REQ001REQ011
725;true;10;false;off ;high ;false;REQ002
758;false;2;true;on ;low ;false;REQ004REQ003REQ010
790;true;2;false;off ;low ;true;REQ005REQ009
831;false;11;false;off ;high ;false;REQ001REQ002REQ008
841;false;10;true;off ;high ;false;
878;true;6;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
892;false;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
927;false;1;false;on ;low ;false;REQ003REQ010
967;false;1;false;on ;low ;false;
1002;true;8;false;off ;low ;true;REQ005REQ009
1044;false;9;false;off ;permitted ;true;REQ001
1093;false;10;false;off ;high ;false;REQ002REQ007
