TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
323;0;0;79;2;2;
630;1;0;81;0;0;REQ005REQ012REQ004
908;1;2;80;2;3;REQ014REQ001
1157;1;0;80;2;0;REQ015
1390;1;2;79;2;3;REQ014
1716;1;0;81;0;0;REQ015REQ004
1977;0;1;80;2;1;REQ001REQ010
2240;1;2;79;2;0;REQ012
2534;0;2;79;2;3;REQ017
2827;0;1;79;2;1;REQ010
3072;1;1;79;2;0;REQ012
3408;0;1;81;1;1;REQ004REQ016REQ002
3671;1;0;80;2;0;REQ001REQ012
3922;1;1;81;1;1;REQ004REQ013REQ002
4158;0;0;80;2;1;REQ001
4439;1;1;81;0;0;REQ007REQ012REQ004
4737;1;1;79;2;0;REQ001
5050;1;1;81;0;0;REQ009REQ004
5294;1;1;79;2;0;REQ001
5563;0;1;80;2;1;REQ016
5818;1;2;79;2;0;REQ012
6065;1;0;80;2;0;
6388;1;0;81;0;0;REQ009REQ004
6678;0;1;81;1;1;REQ010REQ002
7006;1;0;81;0;0;REQ002REQ012REQ004
