TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;false;false;0;0;
7;true;false;3;0;REQ002
9;true;true;3;0;
11;false;false;3;0;
14;false;true;3;0;
17;false;false;1;1;REQ004
19;true;false;1;1;
22;true;false;1;1;
24;false;false;1;1;
26;false;true;0;1;REQ001
29;true;false;0;1;
31;true;false;0;1;
33;true;true;0;1;
35;true;true;0;1;
37;false;true;0;1;
39;true;true;0;1;
41;true;false;0;1;
44;false;true;0;1;
47;true;true;0;1;
49;true;true;0;1;
52;true;false;0;1;
55;false;false;0;1;
58;false;true;0;1;
60;true;false;0;1;
62;true;false;0;1;
65;true;false;0;1;
67;false;true;0;1;
70;false;true;0;1;
73;true;false;0;1;
76;false;false;0;1;
78;true;true;0;1;
