TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
5;true;false;1;0;
7;true;true;0;0;REQ001
9;false;true;0;0;
11;false;true;0;0;
14;true;false;0;0;
17;true;true;0;0;
20;true;false;0;0;
23;false;true;0;0;
26;true;true;0;0;
29;true;false;0;0;
31;false;false;0;0;
34;false;true;0;0;
37;false;false;0;0;
39;false;true;0;0;
41;true;true;0;0;
43;false;true;0;0;
46;true;true;0;0;
49;false;true;0;0;
51;true;false;0;0;
53;false;true;0;0;
56;false;false;0;0;
59;false;true;0;0;
62;true;true;0;0;
64;false;true;0;0;
66;true;true;0;0;
69;false;false;0;0;
71;true;true;0;0;
74;false;true;0;0;
76;false;true;0;0;
79;true;true;0;0;
82;true;true;0;0;
