TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
14;false;true;false;true;5;REQ007
50;true;true;false;false;5;REQ008
77;false;true;false;true;5;REQ007
97;true;true;false;true;5;REQ008
129;true;false;true;true;4;REQ005
177;false;true;true;true;5;REQ007
217;false;true;true;false;5;REQ007
244;true;true;true;true;5;REQ008
279;false;true;true;false;5;REQ007
291;true;true;true;true;5;REQ008
311;true;false;false;false;4;REQ005
350;false;false;true;true;0;REQ001
383;true;true;false;true;0;
393;false;true;true;false;5;REQ007
425;false;false;false;true;1;REQ002
472;true;true;false;false;1;
508;false;false;false;false;3;REQ004
522;true;true;false;false;3;
560;true;true;true;false;3;
597;true;false;false;false;4;REQ005
626;false;true;true;false;5;REQ007
670;true;false;false;true;4;REQ005
709;true;true;false;false;4;REQ006
752;false;true;false;true;5;REQ007
787;true;false;false;true;4;REQ005
