TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
307;1;1;79;2;0;REQ012
626;1;2;80;2;3;REQ014
950;1;0;80;2;0;REQ015
1204;0;0;80;2;0;
1496;1;2;79;2;0;REQ012
1789;1;1;81;1;1;REQ009REQ004REQ013REQ002
2103;0;0;79;2;1;REQ001
2429;1;0;81;0;0;REQ012REQ004
2741;0;2;79;2;3;REQ011REQ001
2992;0;0;79;2;3;
3324;1;1;79;2;0;REQ012
3608;0;0;79;2;0;
3862;0;0;80;2;0;
4093;0;0;79;2;0;
4369;1;2;79;2;0;REQ012
4681;0;2;79;2;3;REQ017
4950;1;1;80;2;0;REQ012
5217;1;2;79;2;3;REQ014
5492;1;2;79;2;3;
5809;1;2;80;2;3;
6043;0;1;80;2;1;REQ010
6358;0;1;81;1;1;REQ002
6631;0;2;81;3;3;REQ002REQ011REQ003
6960;0;1;80;2;1;REQ001REQ010
7260;0;2;81;3;3;REQ002REQ011REQ003
