TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;false;0;0;
6;true;true;0;0;
8;true;true;0;0;
10;false;true;0;0;
13;false;false;0;0;
15;false;true;0;0;
18;true;true;0;0;
21;true;false;0;0;
24;true;true;0;0;
27;false;false;0;0;
29;false;true;0;0;
31;false;false;0;0;
34;true;true;0;0;
36;true;false;0;0;
38;false;true;0;0;
41;true;false;0;0;
43;true;true;0;0;
46;false;false;0;0;
48;true;true;0;0;
51;false;true;0;0;
54;true;true;0;0;
56;true;true;0;0;
59;true;false;0;0;
61;false;false;0;0;
64;false;true;0;0;
66;false;true;0;0;
69;true;false;0;0;
71;true;false;0;0;
73;true;true;0;0;
75;true;true;0;0;
78;true;false;0;0;
