TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
319;1;1;81;0;0;REQ005REQ012REQ004
656;0;1;81;1;1;REQ016REQ002
910;1;2;80;2;0;REQ001REQ012
1194;1;0;81;0;0;REQ009REQ004
1442;1;0;79;2;0;REQ001
1693;1;1;79;2;1;REQ013
1987;0;2;79;2;3;REQ011
2307;1;0;79;2;0;REQ012
2532;1;0;80;2;0;
2762;1;2;81;3;3;REQ009REQ004REQ014REQ003
3101;1;0;80;2;0;REQ001REQ015
3441;0;1;79;2;1;REQ010
3726;0;1;79;2;1;
3979;0;2;80;2;3;REQ011
4201;1;1;79;2;0;REQ012
4428;0;2;80;2;3;REQ011
4682;1;0;79;2;0;REQ012
4926;0;0;81;0;0;REQ009REQ004
5188;1;0;80;2;0;REQ001REQ012
5517;0;1;79;2;1;REQ010
5745;1;2;79;2;0;REQ012
6031;0;1;79;2;1;REQ010
6343;1;0;80;2;0;REQ012
6613;1;2;81;3;3;REQ009REQ004REQ014REQ003
6833;0;1;79;2;1;REQ001REQ010
