TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
15;true;false;true;false;4;REQ005
36;false;false;true;false;2;REQ003
82;false;false;true;true;0;REQ001
91;true;true;false;false;0;
104;false;false;true;true;0;REQ001
147;false;true;true;true;5;REQ007
188;false;true;false;true;5;REQ007
202;true;false;false;false;4;REQ005
231;true;false;false;false;4;REQ005
259;false;false;true;false;2;REQ003
288;true;true;true;false;2;
311;true;true;false;true;2;
362;false;false;true;false;2;REQ003
374;false;false;true;true;0;REQ001
390;false;true;true;false;5;REQ007
423;false;false;true;true;0;REQ001
469;false;false;true;true;0;REQ001
496;true;false;false;false;4;REQ005
543;false;true;false;false;5;REQ007
586;false;true;false;true;5;REQ007
615;true;true;true;true;5;REQ008
626;false;false;false;false;3;REQ004
661;false;false;false;true;1;REQ002
671;false;false;false;false;3;REQ004
698;false;true;true;true;5;REQ007
