TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
6;false;true;0;0;
8;true;false;0;0;
10;true;false;0;0;
12;false;true;0;0;
14;false;true;0;0;
16;true;false;0;0;
18;false;true;0;0;
20;true;false;0;0;
22;false;true;0;0;
25;true;true;0;0;
27;false;false;0;0;
29;true;true;0;0;
32;true;false;0;0;
34;false;true;0;0;
36;true;true;0;0;
39;false;false;0;0;
42;false;true;0;0;
45;true;false;0;0;
47;false;true;0;0;
50;true;false;0;0;
52;true;true;0;0;
55;true;false;0;0;
58;false;false;0;0;
61;false;false;0;0;
64;true;false;2;0;REQ003
67;true;true;2;0;
69;true;true;2;0;
72;false;true;2;0;
75;false;false;2;0;
77;false;false;2;0;
80;true;false;2;0;
