TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
284;0;1;80;2;1;REQ010
537;1;0;81;0;0;REQ007REQ012REQ004
875;1;0;80;2;0;REQ001
1196;1;2;81;3;3;REQ004REQ014REQ003
1431;1;2;81;3;3;REQ003
1735;0;1;81;1;1;REQ003REQ010REQ002
1972;0;2;81;3;3;REQ002REQ011REQ003
2210;0;2;81;3;3;REQ003
2441;0;1;81;1;1;REQ003REQ010REQ002
2766;0;1;81;1;1;REQ002
3093;1;0;81;0;0;REQ002REQ012REQ004
3428;1;1;80;2;1;REQ001REQ013
3711;0;2;80;2;3;REQ011
4011;0;2;81;3;3;REQ008REQ003
4276;1;2;80;2;0;REQ001REQ012
4538;0;0;80;2;0;
4810;0;2;80;2;3;REQ011
5052;1;0;79;2;0;REQ012
5300;0;2;80;2;3;REQ011
5525;0;0;80;2;3;
5817;1;2;80;2;0;REQ012
6088;0;1;81;1;1;REQ010REQ002
6403;0;2;79;2;3;REQ011REQ001
6707;1;0;80;2;0;REQ012
7040;1;1;81;1;1;REQ004REQ013REQ002
