TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
269;0;0;81;2;2;REQ005
506;0;1;79;2;1;REQ001REQ010
764;0;1;81;1;1;REQ007REQ002
1094;0;2;81;3;3;REQ011REQ003
1337;1;1;79;2;0;REQ001REQ012
1586;1;1;79;2;0;
1815;0;1;80;2;1;REQ016
2147;1;2;81;0;0;REQ012REQ004
2374;0;2;79;2;3;REQ001REQ017
2594;0;0;81;3;3;REQ003
2848;1;0;80;2;0;REQ001REQ012
3081;1;0;81;0;0;REQ009REQ004
3345;0;1;81;1;1;REQ010REQ002
3664;0;1;79;2;1;REQ001
3898;1;2;81;0;0;REQ007REQ012REQ004
4167;1;2;80;2;0;REQ001
4419;0;2;79;2;3;REQ017
4694;1;2;81;0;0;REQ003REQ012REQ004
4933;1;1;81;1;1;REQ004REQ013REQ002
5249;0;0;79;2;1;REQ001
5570;0;2;79;2;3;REQ011
5803;0;2;79;2;3;
6023;1;1;80;2;0;REQ012
6297;1;0;80;2;0;
6595;0;0;79;2;0;
