TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
31;true;3;true;on ;low ;false;
70;true;0;false;on ;low ;false;
89;true;5;false;on ;low ;false;
120;true;6;false;on ;low ;false;
145;false;8;false;on ;low ;false;
170;false;0;true;on ;low ;false;
193;true;7;true;on ;low ;false;
236;false;0;false;on ;low ;false;
254;true;0;false;off ;low ;true;REQ005REQ009
268;false;0;true;on ;low ;false;REQ006REQ010
317;false;4;false;on ;low ;false;
338;true;4;false;off ;low ;true;REQ005REQ009
348;true;0;false;off ;low ;true;
372;false;6;false;off ;low ;true;
400;true;7;false;off ;low ;true;
437;true;4;true;on ;low ;false;REQ006REQ010
458;false;1;true;on ;low ;false;
477;false;1;false;on ;low ;false;
502;true;10;false;off ;high ;false;REQ001REQ011REQ002
546;false;8;true;on ;low ;false;REQ004REQ003REQ010
594;false;11;true;off ;high ;false;REQ001REQ002REQ011
641;true;7;true;on ;low ;false;REQ004REQ003REQ010
653;true;5;true;on ;low ;false;
692;false;8;false;on ;low ;false;
702;false;5;false;on ;low ;false;
739;true;10;true;off ;high ;false;REQ001REQ011REQ002
750;false;3;false;on ;low ;false;REQ004REQ003REQ010
763;false;3;false;on ;low ;false;
811;true;9;true;off ;permitted ;false;REQ001REQ011
856;false;0;false;on ;low ;false;REQ003REQ010
902;false;6;true;on ;low ;false;
933;true;6;false;off ;low ;true;REQ005REQ009
955;false;11;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
985;false;1;true;on ;low ;false;REQ004REQ003REQ010
995;true;8;false;off ;low ;true;REQ005REQ009
1009;true;9;false;off ;permitted ;true;REQ001
