TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
47;false;true;true;true;5;REQ007
74;false;true;false;false;5;REQ007
113;false;true;false;true;5;REQ007
126;true;true;false;false;5;REQ008
175;true;true;false;false;5;
205;false;false;true;true;0;REQ001
232;false;false;false;true;1;REQ002
246;true;true;true;false;1;
262;false;true;true;true;5;REQ007
276;true;false;false;true;4;REQ005
326;false;true;false;true;5;REQ007
356;false;false;true;false;2;REQ003
400;false;true;true;false;5;REQ007
437;true;false;false;false;4;REQ005
466;false;false;false;false;3;REQ004
514;false;false;false;false;3;REQ004
540;true;true;false;false;3;
591;false;false;false;false;3;REQ004
616;false;false;true;true;0;REQ001
662;false;true;false;true;5;REQ007
678;true;false;false;false;4;REQ005
704;true;false;true;true;4;REQ005
734;false;true;false;false;5;REQ007
762;false;false;true;true;0;REQ001
789;true;true;true;true;0;
