TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
31;false;false;false;false;3;REQ004
56;true;false;false;false;4;REQ005
94;false;false;false;false;3;REQ004
120;true;false;false;true;4;REQ005
138;false;false;true;false;2;REQ003
179;false;false;false;false;3;REQ004
215;true;true;false;false;3;
247;true;true;true;true;3;
293;true;false;true;true;4;REQ005
342;true;false;false;true;4;REQ005
363;true;false;true;true;4;REQ005
376;true;true;true;false;4;REQ006
397;false;false;false;true;1;REQ002
408;true;false;false;false;4;REQ005
447;false;true;false;true;5;REQ007
492;false;true;true;false;5;REQ007
535;false;false;true;true;0;REQ001
548;false;true;false;false;5;REQ007
565;false;true;false;false;5;REQ007
600;true;false;false;false;4;REQ005
614;true;false;true;true;4;REQ005
663;false;true;false;true;5;REQ007
706;true;false;true;false;4;REQ005
751;true;true;false;true;4;REQ006
779;true;false;true;false;4;REQ005
