TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
46;false;2;false;on ;low ;false;
63;false;7;false;on ;low ;false;
107;true;8;false;off ;low ;true;REQ005REQ009
156;false;2;true;on ;low ;false;REQ006REQ010
171;true;3;false;off ;low ;true;REQ005REQ009
215;true;11;true;off ;high ;false;REQ006REQ001REQ002
262;false;3;false;on ;low ;false;REQ004REQ003REQ010
288;false;0;false;on ;low ;false;
308;false;9;false;off ;permitted ;false;REQ001REQ011
349;false;3;false;on ;low ;false;REQ003REQ010
391;false;7;false;on ;low ;false;
411;true;7;true;on ;low ;false;
423;true;6;true;on ;low ;false;
445;false;10;true;off ;high ;false;REQ001REQ002REQ011
466;true;0;false;off ;low ;true;REQ004REQ005REQ003
509;true;10;true;off ;high ;false;REQ006REQ001REQ002
518;false;3;true;on ;low ;false;REQ004REQ003REQ010
557;false;11;true;off ;high ;false;REQ001REQ002REQ011
597;false;0;true;on ;low ;false;REQ004REQ003REQ010
630;true;6;true;on ;low ;false;
659;false;3;true;on ;low ;false;
689;false;6;true;on ;low ;false;
726;false;7;false;on ;low ;false;
756;true;3;false;off ;low ;true;REQ005REQ009
802;true;8;false;off ;low ;true;
816;true;10;true;off ;high ;false;REQ001REQ006REQ002
841;true;3;true;on ;low ;false;REQ004REQ003REQ010
870;true;11;true;off ;high ;false;REQ001REQ002REQ011
920;true;2;true;on ;low ;false;REQ004REQ003REQ010
931;false;4;false;on ;low ;false;
949;false;8;false;on ;low ;false;
1000;true;1;false;off ;low ;true;REQ005REQ009
1047;false;4;false;off ;low ;true;
1082;false;1;false;off ;low ;true;
1124;true;11;false;off ;high ;false;REQ001REQ002REQ008
1141;false;1;true;on ;low ;false;REQ004REQ003REQ010
