TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
238;0;1;80;2;1;REQ010
576;0;0;79;2;1;
848;1;2;80;2;0;REQ012
1154;1;1;79;2;1;REQ013
1420;0;0;79;2;1;
1644;0;0;81;1;1;REQ002
1973;0;1;81;1;1;REQ002REQ010
2291;0;1;81;1;1;
2608;0;1;81;1;1;
2948;1;2;80;2;0;REQ012REQ001
3201;0;2;80;2;3;REQ017
3537;1;0;80;2;0;REQ012
3863;0;1;80;2;1;REQ010
4196;1;2;81;0;0;REQ002REQ012REQ004
4449;1;2;80;2;0;REQ001
4775;0;1;80;2;1;REQ010
5001;1;2;81;0;0;REQ002REQ012REQ004
5284;1;0;81;0;0;REQ004
5535;1;1;80;2;1;REQ001REQ013
5866;0;0;81;1;1;REQ002
6095;1;0;80;2;0;REQ012REQ001
6395;0;1;80;2;1;REQ010
6735;0;1;81;1;1;REQ002
6959;0;2;79;2;3;REQ001REQ011
7219;0;0;79;2;3;
