TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
14;false;false;false;false;3;REQ004
53;true;false;false;true;4;REQ005
103;false;true;true;false;5;REQ007
134;true;true;false;false;5;REQ008
152;true;true;false;false;5;
183;false;false;true;true;0;REQ001
230;false;false;false;false;3;REQ004
252;false;false;false;false;3;REQ004
284;true;true;false;true;3;
301;true;false;true;false;4;REQ005
318;true;false;true;false;4;REQ005
356;true;false;true;false;4;REQ005
405;false;false;false;true;1;REQ002
455;false;false;true;false;2;REQ003
501;true;true;true;false;2;
511;false;false;true;false;2;REQ003
542;true;false;true;false;4;REQ005
560;true;true;true;true;4;REQ006
572;true;true;false;false;4;
586;false;true;true;false;5;REQ007
631;true;false;false;true;4;REQ005
654;false;true;true;true;5;REQ007
685;false;true;false;false;5;REQ007
732;false;false;true;true;0;REQ001
753;true;true;false;false;0;
