TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;true;false;false;false;4;REQ005
70;false;false;true;false;2;REQ003
113;true;false;false;true;4;REQ005
129;true;false;true;false;4;REQ005
145;false;true;false;true;5;REQ007
166;true;true;true;false;5;REQ008
193;false;true;false;false;5;REQ007
204;true;true;false;false;5;REQ008
220;false;false;true;true;0;REQ001
256;false;false;false;true;1;REQ002
298;false;true;false;false;5;REQ007
317;true;false;true;true;4;REQ005
362;true;true;false;true;4;REQ006
413;true;true;false;true;4;
463;true;false;false;true;4;REQ005
479;false;true;true;false;5;REQ007
505;false;true;true;false;5;REQ007
515;true;true;true;true;5;REQ008
529;true;false;true;true;4;REQ005
562;true;false;false;true;4;REQ005
611;true;true;false;false;4;REQ006
648;true;false;false;false;4;REQ005
697;false;false;true;true;0;REQ001
708;true;true;false;false;0;
721;true;true;true;true;0;
