TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
34;true;10;false;off ;high ;false;REQ001REQ005REQ002REQ011REQ007
68;false;3;true;on ;low ;false;REQ004REQ003REQ010
97;true;1;false;off ;low ;true;REQ005REQ009
126;false;6;true;on ;low ;false;REQ006REQ010
147;false;2;false;on ;low ;false;
180;false;11;true;off ;high ;false;REQ001REQ011REQ002
221;true;7;false;off ;low ;true;REQ004REQ005REQ003
233;true;10;true;off ;high ;false;REQ006REQ001REQ002
248;true;9;false;off ;permitted ;false;REQ004
279;true;1;false;on ;low ;false;REQ003REQ010
300;false;7;false;on ;low ;false;
350;false;10;false;off ;high ;false;REQ001REQ011REQ002
381;false;5;false;on ;low ;false;REQ004REQ003REQ010
429;false;10;true;off ;high ;false;REQ001REQ011REQ002
467;true;10;true;off ;high ;false;
485;false;11;true;off ;high ;false;
502;false;5;true;on ;low ;false;REQ004REQ003REQ010
530;false;6;false;on ;low ;false;
555;false;9;true;off ;permitted ;false;REQ001REQ011
598;false;4;true;on ;low ;false;REQ003REQ010
628;false;5;true;on ;low ;false;
668;false;1;false;on ;low ;false;
697;false;6;true;on ;low ;false;
713;true;4;false;off ;low ;true;REQ005REQ009
737;true;8;true;on ;low ;false;REQ006REQ010
753;true;0;false;on ;low ;false;
778;false;10;false;off ;high ;false;REQ001REQ002REQ011
806;false;10;false;off ;high ;false;
851;false;6;true;on ;low ;false;REQ004REQ003REQ010
860;false;2;true;on ;low ;false;
908;true;2;true;on ;low ;false;
930;true;5;false;on ;low ;false;
980;false;2;false;on ;low ;false;
1011;true;4;true;on ;low ;false;
1028;false;7;false;on ;low ;false;
1077;true;9;true;off ;permitted ;false;REQ001REQ011
