TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
36;true;true;false;false;3;
62;false;false;true;true;0;REQ001
84;true;false;false;true;4;REQ005
99;true;false;true;true;4;REQ005
117;false;true;true;false;5;REQ007
166;false;true;false;true;5;REQ007
207;true;false;false;true;4;REQ005
247;true;false;false;true;4;REQ005
296;true;false;false;true;4;REQ005
309;true;false;false;false;4;REQ005
357;true;false;true;true;4;REQ005
374;false;false;true;false;2;REQ003
418;false;false;false;true;1;REQ002
435;false;false;true;true;0;REQ001
462;true;true;false;true;0;
487;false;false;true;false;2;REQ003
529;true;false;true;true;4;REQ005
571;false;false;false;true;1;REQ002
587;true;false;false;true;4;REQ005
614;true;true;false;true;4;REQ006
626;true;true;false;false;4;
635;true;true;false;true;4;
685;true;true;false;true;4;
727;true;true;false;true;4;
772;false;true;false;true;5;REQ007
