TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
325;1;0;80;2;0;REQ012
598;0;0;79;2;0;
885;1;1;80;2;0;REQ012
1215;1;0;81;0;0;REQ004
1519;0;1;81;1;1;REQ010REQ002
1801;1;1;81;0;0;REQ002REQ012REQ004
2036;0;0;80;2;0;REQ001
2264;0;2;81;3;3;REQ004REQ011REQ003
2568;1;0;79;2;0;REQ012REQ001
2832;0;0;81;0;0;REQ004
3065;1;2;79;2;0;REQ012REQ001
3386;1;1;79;2;1;REQ013
3694;1;1;81;1;1;REQ007REQ002
3962;0;0;80;2;1;REQ001
4211;1;2;81;0;0;REQ002REQ012REQ004
4537;0;0;80;2;0;REQ001
4865;0;0;81;0;0;REQ009REQ004
5118;1;0;81;0;0;REQ012
5340;0;0;80;2;0;REQ001
5590;0;1;79;2;1;REQ010
5887;1;1;81;0;0;REQ002REQ012REQ004
6121;0;0;79;2;0;REQ001
6372;0;1;79;2;1;REQ010
6631;1;0;80;2;0;REQ012
6900;0;2;81;3;3;REQ011REQ003
