TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
37;false;false;false;false;3;REQ004
66;true;false;true;true;4;REQ005
115;true;true;false;true;4;REQ006
163;false;false;true;false;2;REQ003
196;false;true;false;true;5;REQ007
244;false;false;false;true;1;REQ002
278;false;true;true;false;5;REQ007
319;false;false;true;false;2;REQ003
351;true;false;false;true;4;REQ005
366;false;false;false;true;1;REQ002
387;true;false;false;false;4;REQ005
413;false;true;true;true;5;REQ007
428;false;true;false;true;5;REQ007
461;false;false;false;true;1;REQ002
488;false;true;true;true;5;REQ007
499;false;true;false;true;5;REQ007
512;true;false;true;false;4;REQ005
535;false;false;true;false;2;REQ003
545;false;true;false;false;5;REQ007
563;true;true;false;true;5;REQ008
610;true;false;true;false;4;REQ005
621;false;true;true;false;5;REQ007
670;false;false;false;true;1;REQ002
698;false;true;false;false;5;REQ007
714;false;false;false;true;1;REQ002
