TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
19;true;false;false;false;4;REQ005
47;false;true;false;true;5;REQ007
85;true;true;false;false;5;REQ008
97;true;true;false;false;5;
139;true;true;true;true;5;
150;false;true;true;true;5;REQ007
164;false;true;false;false;5;REQ007
191;false;true;false;false;5;REQ007
218;true;false;true;false;4;REQ005
245;false;false;false;true;1;REQ002
258;false;true;false;true;5;REQ007
271;true;true;false;false;5;REQ008
290;true;false;false;false;4;REQ005
320;true;true;false;true;4;REQ006
361;false;true;true;true;5;REQ007
389;false;true;true;false;5;REQ007
412;true;true;false;false;5;REQ008
440;false;true;true;true;5;REQ007
474;true;false;true;false;4;REQ005
490;true;false;false;false;4;REQ005
512;true;true;false;true;4;REQ006
535;false;true;false;true;5;REQ007
548;false;true;true;true;5;REQ007
582;false;false;false;false;3;REQ004
592;false;false;true;true;0;REQ001
