TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
35;false;8;true;on ;low ;false;
76;false;3;true;on ;low ;false;
89;true;6;true;on ;low ;false;
112;true;2;true;on ;low ;false;
134;false;2;false;on ;low ;false;
149;true;10;false;off ;high ;false;REQ001REQ002REQ011
198;true;1;true;on ;low ;false;REQ004REQ003REQ010
234;false;11;true;off ;high ;false;REQ001REQ011REQ002
251;true;7;true;on ;low ;false;REQ004REQ003REQ010
271;true;6;true;on ;low ;false;
310;true;7;false;on ;low ;false;
342;false;9;true;off ;permitted ;false;REQ001REQ011
392;true;8;false;off ;low ;true;REQ003REQ005
419;false;8;false;off ;low ;true;
457;false;2;false;off ;low ;true;
474;true;8;true;on ;low ;false;REQ006REQ010
484;false;6;true;on ;low ;false;
519;false;10;true;off ;high ;false;REQ001REQ011REQ002
559;true;5;true;on ;low ;false;REQ004REQ003REQ010
580;false;11;true;off ;high ;false;REQ001REQ002REQ011
599;true;10;true;off ;high ;false;
645;true;10;true;off ;high ;false;
673;false;0;true;on ;low ;false;REQ004REQ003REQ010
692;true;1;false;off ;low ;true;REQ005REQ009
719;true;1;true;on ;low ;false;REQ006REQ010
743;true;9;false;off ;permitted ;false;REQ001REQ011
792;false;0;false;on ;low ;false;REQ003REQ010
801;true;1;true;on ;low ;false;
810;false;4;true;on ;low ;false;
828;false;0;true;on ;low ;false;
852;false;10;true;off ;high ;false;REQ001REQ011REQ002
876;false;3;false;on ;low ;false;REQ004REQ003REQ010
916;true;2;true;on ;low ;false;
943;false;1;true;on ;low ;false;
986;false;9;false;off ;permitted ;false;REQ001REQ011
996;false;3;false;on ;low ;false;REQ003REQ010
