TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
50;true;7;false;off ;low ;true;REQ005REQ009
67;true;1;false;off ;low ;true;
105;true;3;false;off ;low ;true;
137;false;10;false;off ;high ;false;REQ001REQ002REQ007
151;true;1;false;off ;low ;true;REQ004REQ005REQ003
178;true;0;true;on ;low ;false;REQ006REQ010
223;true;6;true;on ;low ;false;
261;true;3;true;on ;low ;false;
295;true;10;false;off ;high ;false;REQ001REQ011REQ002
316;false;0;false;on ;low ;false;REQ004REQ003REQ010
362;true;4;false;off ;low ;true;REQ005REQ009
389;false;0;true;on ;low ;false;REQ006REQ010
416;true;10;true;off ;high ;false;REQ001REQ011REQ002
428;true;11;true;off ;high ;false;
479;false;9;true;off ;permitted ;false;REQ004
504;true;8;true;on ;low ;false;REQ003REQ010
534;false;5;false;on ;low ;false;
549;false;10;false;off ;high ;false;REQ001REQ002REQ011
563;true;4;false;off ;low ;true;REQ004REQ005REQ003
590;true;9;true;off ;permitted ;false;REQ001REQ006
604;true;5;true;on ;low ;false;REQ003REQ010
628;false;2;false;on ;low ;false;
671;false;2;false;on ;low ;false;
704;true;8;true;on ;low ;false;
751;false;5;true;on ;low ;false;
770;true;8;true;on ;low ;false;
819;true;9;true;off ;permitted ;false;REQ001REQ011
856;true;0;true;on ;low ;false;REQ003REQ010
895;true;3;true;on ;low ;false;
940;true;5;false;on ;low ;false;
986;false;10;false;off ;high ;false;REQ001REQ002REQ011
998;true;10;true;off ;high ;false;
1018;false;4;true;on ;low ;false;REQ004REQ003REQ010
1066;true;4;true;on ;low ;false;
1117;false;6;false;on ;low ;false;
1130;false;8;true;on ;low ;false;
