TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
255;1;0;79;2;0;REQ012
529;1;0;79;2;0;
749;1;0;81;0;0;REQ009REQ004
997;0;1;80;2;1;REQ010REQ001
1222;0;0;80;2;1;
1494;0;2;81;3;3;REQ007REQ002REQ011REQ003
1716;1;0;79;2;0;REQ012REQ001
2002;1;2;79;2;3;REQ014
2250;0;0;80;2;3;
2521;0;1;81;1;1;REQ003REQ010REQ002
2856;1;1;80;2;0;REQ012REQ001
3175;0;2;81;3;3;REQ011REQ003
3485;1;0;80;2;0;REQ012REQ001
3798;0;0;80;2;0;
4095;1;0;80;2;0;REQ012
4328;1;0;80;2;0;
4585;1;0;81;0;0;REQ009REQ004
4903;1;1;81;1;1;REQ013REQ002
5230;1;0;81;0;0;REQ002REQ015REQ004
5563;0;2;81;3;3;REQ004REQ011REQ003
5805;0;0;80;2;3;REQ001
6088;1;0;79;2;0;REQ012
6335;0;0;79;2;0;
6555;1;2;81;0;0;REQ009REQ012REQ004
6816;0;1;81;1;1;REQ010REQ002
