TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
4;false;false;1;0;
6;false;true;0;0;REQ001
8;false;true;0;0;
11;true;false;0;0;
13;true;true;0;0;
16;false;true;0;0;
18;false;false;0;0;
20;true;true;0;0;
23;false;false;0;0;
25;true;true;0;0;
27;true;true;0;0;
29;false;false;0;0;
31;false;true;0;0;
34;false;false;0;0;
37;false;true;0;0;
40;false;false;0;0;
42;true;false;2;0;REQ003
45;false;false;2;0;
47;false;false;2;0;
49;false;false;2;0;
52;true;false;2;0;
55;true;true;2;0;
58;false;false;2;0;
60;true;false;2;0;
63;false;false;2;0;
65;false;false;2;0;
67;false;false;2;0;
69;false;false;2;0;
72;false;false;1;0;REQ005
74;true;false;1;0;
77;true;false;1;0;
