TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
30;false;1;true;on ;low ;false;
67;true;8;false;off ;low ;true;REQ005REQ009
117;false;10;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
147;true;3;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
188;false;1;false;off ;low ;true;
199;false;2;false;off ;low ;true;
247;false;5;true;on ;low ;false;REQ006REQ010
278;true;4;false;off ;low ;true;REQ005REQ009
326;false;6;false;off ;low ;true;
375;true;10;true;off ;high ;false;REQ001REQ006REQ002
422;true;3;true;on ;low ;false;REQ004REQ003REQ010
443;true;9;true;off ;permitted ;false;REQ001REQ011
475;false;1;false;on ;low ;false;REQ003REQ010
513;false;1;false;on ;low ;false;
530;true;9;false;off ;permitted ;true;REQ001REQ005REQ011
564;false;11;true;off ;high ;false;REQ002REQ008
604;false;4;false;on ;low ;false;REQ004REQ003REQ010
642;false;0;true;on ;low ;false;
685;false;10;false;off ;high ;false;REQ001REQ011REQ002
696;true;11;false;off ;high ;false;
731;true;9;true;off ;permitted ;false;REQ004
780;false;10;false;off ;high ;false;REQ002
800;true;4;true;on ;low ;false;REQ004REQ003REQ010
830;false;3;false;on ;low ;false;
858;false;4;false;on ;low ;false;
907;true;11;true;off ;high ;false;REQ001REQ002REQ011
954;false;3;false;on ;low ;false;REQ004REQ003REQ010
968;false;1;false;on ;low ;false;
1011;true;4;true;on ;low ;false;
1057;true;9;true;off ;permitted ;false;REQ001REQ011
1084;true;10;false;off ;high ;false;REQ002
1094;false;0;true;on ;low ;false;REQ004REQ003REQ010
1132;false;3;false;on ;low ;false;
1164;true;3;false;off ;low ;true;REQ005REQ009
1200;true;8;false;off ;low ;true;
1209;true;3;true;on ;low ;false;REQ006REQ010
