TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
15;false;8;false;on ;low ;false;
31;true;7;false;off ;low ;true;REQ005REQ009
74;false;3;false;off ;low ;true;
107;false;2;true;on ;low ;false;REQ006REQ010
133;true;7;true;on ;low ;false;
146;false;0;false;on ;low ;false;
161;true;2;true;on ;low ;false;
190;true;0;true;on ;low ;false;
234;false;0;true;on ;low ;false;
244;true;6;true;on ;low ;false;
271;true;9;false;off ;permitted ;false;REQ001REQ011
313;false;3;true;on ;low ;false;REQ003REQ010
351;false;5;false;on ;low ;false;
395;false;9;true;off ;permitted ;false;REQ001REQ011
439;true;5;false;off ;low ;true;REQ003REQ010REQ005REQ009
459;true;2;false;off ;low ;true;
508;true;2;true;on ;low ;false;REQ006REQ010
555;false;1;false;on ;low ;false;
573;true;0;true;on ;low ;false;
586;true;10;false;off ;high ;false;REQ001REQ011REQ002
603;true;7;false;on ;low ;false;REQ004REQ003REQ010
651;true;4;true;on ;low ;false;
667;false;9;true;off ;permitted ;false;REQ001REQ011
705;true;8;false;off ;low ;true;REQ003REQ010REQ005REQ009
737;false;6;false;off ;low ;true;
762;true;1;false;off ;low ;true;
783;true;1;false;off ;low ;true;
794;true;3;false;off ;low ;true;
819;false;10;false;off ;high ;false;REQ001REQ002REQ007
847;true;4;true;on ;low ;false;REQ004REQ003REQ010
873;true;10;true;off ;high ;false;REQ001REQ002REQ011
898;true;3;false;on ;low ;false;REQ004REQ003REQ010
923;true;1;false;on ;low ;false;
973;true;7;false;on ;low ;false;
997;false;11;true;off ;high ;false;REQ001REQ002REQ011
1046;true;4;false;off ;low ;true;REQ004REQ003REQ005
