TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
18;true;1;false;off ;low ;true;REQ005REQ009
42;false;6;false;off ;low ;true;
55;true;9;true;off ;permitted ;false;REQ006REQ001
80;false;2;true;on ;low ;false;REQ003REQ010
124;false;5;true;on ;low ;false;
147;true;5;false;off ;low ;true;REQ005REQ009
182;false;5;true;on ;low ;false;REQ006REQ010
194;false;4;false;on ;low ;false;
218;true;11;false;off ;high ;false;REQ005REQ001REQ002REQ007REQ011
238;false;10;false;off ;high ;false;
275;true;8;true;on ;low ;false;REQ004REQ003REQ010
289;false;5;true;on ;low ;false;
336;false;9;true;off ;permitted ;false;REQ001REQ011
381;true;6;false;off ;low ;true;REQ003REQ005
431;false;9;true;off ;permitted ;false;REQ001REQ006
458;false;1;true;on ;low ;false;REQ003REQ010
474;true;0;true;on ;low ;false;
495;true;1;true;on ;low ;false;
508;false;8;true;on ;low ;false;
522;false;2;false;on ;low ;false;
560;false;9;false;off ;permitted ;false;REQ001REQ011
569;true;11;false;off ;high ;false;REQ005REQ002REQ007
618;false;8;true;on ;low ;false;REQ004REQ003REQ010
644;true;1;true;on ;low ;false;
655;false;7;false;on ;low ;false;
681;true;10;true;off ;high ;false;REQ001REQ002REQ011
714;false;0;false;on ;low ;false;REQ004REQ003REQ010
751;false;3;false;on ;low ;false;
784;false;9;false;off ;permitted ;false;REQ001REQ011
815;true;7;true;on ;low ;false;REQ003REQ010
859;false;11;false;off ;high ;false;REQ001REQ002REQ011
879;true;0;false;off ;low ;true;REQ004REQ005REQ003
899;false;3;false;off ;low ;true;
930;false;10;true;off ;high ;false;REQ001REQ002REQ007
970;true;7;true;on ;low ;false;REQ004REQ003REQ010
985;true;0;true;on ;low ;false;
