TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
12;false;true;true;false;5;REQ007
40;false;false;false;true;1;REQ002
76;true;true;true;false;1;
90;false;false;true;false;2;REQ003
100;false;false;true;true;0;REQ001
115;false;false;true;true;0;REQ001
140;false;true;false;false;5;REQ007
161;false;true;true;true;5;REQ007
196;true;true;true;true;5;REQ008
233;true;false;false;true;4;REQ005
261;false;false;true;false;2;REQ003
290;true;true;true;false;2;
329;false;false;true;true;0;REQ001
363;false;true;false;false;5;REQ007
396;true;false;false;false;4;REQ005
408;false;true;false;true;5;REQ007
439;true;true;false;true;5;REQ008
466;false;true;true;true;5;REQ007
506;false;false;false;true;1;REQ002
549;true;true;true;false;1;
599;false;false;false;false;3;REQ004
646;false;false;true;false;2;REQ003
660;false;false;true;true;0;REQ001
708;false;false;false;true;1;REQ002
729;false;false;true;true;0;REQ001
