TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
324;1;2;81;0;0;REQ005REQ012REQ004
617;1;2;80;2;0;REQ001
836;0;2;79;2;3;REQ017
1075;0;0;79;2;3;
1375;0;1;79;2;1;REQ010
1700;0;0;80;2;1;
2018;1;0;79;2;0;REQ012
2281;0;1;81;1;1;REQ009REQ004REQ010REQ002
2516;0;1;79;2;1;REQ001
2790;1;0;79;2;0;REQ012
3021;1;2;81;3;3;REQ014REQ003
3273;0;0;80;2;3;REQ001
3592;1;2;80;2;0;REQ012
3873;1;2;79;2;0;
4161;1;1;80;2;1;REQ013
4479;0;0;79;2;1;
4747;0;1;79;2;1;REQ010
5086;0;1;79;2;1;
5393;0;2;80;2;3;REQ011
5724;0;2;81;3;3;REQ003
6049;0;0;79;2;3;REQ001
6334;0;2;81;3;3;REQ011REQ003
6595;1;2;81;0;0;REQ012REQ004
6901;1;1;79;2;1;REQ001REQ013
7124;1;0;79;2;0;REQ015
