TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
266;0;1;81;1;1;REQ010REQ002
578;0;2;81;3;3;REQ002REQ011REQ003
886;1;0;80;2;0;REQ001REQ012
1201;1;0;79;2;0;
1471;1;2;79;2;3;REQ014
1762;0;2;81;3;3;REQ003
2053;1;2;80;2;0;REQ001REQ012
2305;0;0;80;2;0;
2553;0;1;80;2;1;REQ010
2890;1;2;81;0;0;REQ002REQ012REQ004
3128;0;2;79;2;3;REQ017REQ001
3379;1;2;79;2;0;REQ012
3629;1;1;79;2;1;REQ013
3918;1;2;79;2;3;REQ014
4208;0;0;81;3;3;REQ008REQ003
4464;1;0;81;0;0;REQ012REQ004
4720;0;1;79;2;1;REQ010REQ001
5035;0;0;79;2;1;
5308;0;0;80;2;1;
5629;1;1;79;2;0;REQ012
5908;0;0;81;0;0;REQ009REQ004
6247;1;0;79;2;0;REQ001REQ012
6490;0;0;80;2;0;
6794;1;2;80;2;0;REQ012
7081;0;2;80;2;3;REQ017
