TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
301;1;2;79;2;0;REQ012
521;1;2;80;2;0;
850;1;0;80;2;0;
1115;0;2;81;3;3;REQ004REQ011REQ003
1391;0;0;81;3;3;REQ003
1631;0;2;79;2;3;REQ011REQ001
1928;1;0;80;2;0;REQ012
2254;0;1;81;1;1;REQ004REQ010REQ002
2559;1;2;80;2;0;REQ001REQ012
2788;0;2;79;2;3;REQ017
3096;1;2;80;2;0;REQ012
3382;1;1;80;2;1;REQ013
3687;0;0;81;1;1;REQ007REQ002
3991;0;2;81;3;3;REQ002REQ011REQ003
4327;0;2;79;2;3;REQ001
4605;0;0;81;3;3;REQ003
4928;0;1;80;2;1;REQ010REQ001
5203;0;2;80;2;3;REQ011
5520;0;1;80;2;1;REQ010
5749;0;0;81;1;1;REQ002
6015;0;0;79;2;1;REQ001
6295;1;0;81;0;0;REQ002REQ012REQ004
6554;0;1;79;2;1;REQ001REQ010
6775;1;0;79;2;0;REQ012
7056;0;1;80;2;1;REQ010
