TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
328;1;1;81;0;0;REQ005REQ012REQ004
599;0;0;80;2;0;REQ001
905;0;0;79;2;0;
1135;0;2;81;3;3;REQ011REQ003
1472;0;1;81;1;1;REQ010REQ002
1752;0;0;81;1;1;REQ002
2025;0;1;81;1;1;REQ002REQ010
2257;0;2;79;2;3;REQ011REQ001
2495;0;2;80;2;3;
2729;1;2;79;2;0;REQ012
3068;1;0;80;2;0;
3347;0;0;81;0;0;REQ004
3669;0;2;81;3;3;REQ011REQ003
3970;0;0;81;3;3;REQ003
4248;1;0;80;2;0;REQ012REQ001
4581;0;1;79;2;1;REQ010
4850;0;0;80;2;1;
5190;1;0;80;2;0;REQ012
5455;1;2;81;3;3;REQ004REQ014REQ003
5781;0;0;80;2;3;REQ001
6019;0;1;81;1;1;REQ010REQ002
6287;1;0;80;2;0;REQ001REQ012
6566;0;2;81;3;3;REQ011REQ003
6841;1;2;79;2;0;REQ012REQ001
7112;0;1;80;2;1;REQ010
