TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
6;true;true;0;0;REQ001
8;true;true;0;0;
10;true;false;0;0;
13;false;true;0;0;
15;false;false;0;0;
17;false;true;0;0;
20;false;false;0;0;
23;false;true;0;0;
26;true;true;0;0;
28;false;true;0;0;
31;false;true;0;0;
33;true;false;0;0;
35;true;true;0;0;
38;true;true;0;0;
41;true;true;0;0;
43;true;true;0;0;
46;true;true;0;0;
49;true;true;0;0;
52;true;true;0;0;
54;true;true;0;0;
57;true;true;0;0;
60;true;false;0;0;
62;true;true;0;0;
65;false;true;0;0;
68;true;true;0;0;
71;false;false;0;0;
74;false;false;0;0;
77;false;false;0;0;
79;true;false;2;0;REQ003
82;true;false;2;0;
85;true;true;2;0;
