TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
253;1;0;80;2;0;REQ012
498;1;1;79;2;1;REQ013
769;1;2;80;2;3;REQ014
991;1;0;81;0;0;REQ008REQ003REQ015REQ004
1218;0;1;81;1;1;REQ010REQ002
1523;1;1;80;2;0;REQ012REQ001
1811;1;2;79;2;3;REQ014
2060;1;2;79;2;3;
2383;0;0;81;3;3;REQ008REQ003
2604;1;1;81;0;0;REQ003REQ012REQ004
2924;1;0;79;2;0;REQ001
3161;1;1;80;2;1;REQ013
3424;0;1;79;2;1;
3744;0;0;79;2;1;
4055;0;2;81;3;3;REQ011REQ003
4376;1;1;80;2;0;REQ001REQ012
4710;1;0;79;2;0;
4942;1;1;81;1;1;REQ004REQ013REQ002
5186;1;1;79;2;1;REQ001
5429;0;0;80;2;1;
5720;1;0;80;2;0;REQ012
6018;1;1;81;1;1;REQ009REQ004REQ013REQ002
6304;1;2;80;2;3;REQ001REQ014
6636;0;0;79;2;3;
6859;0;1;79;2;1;REQ010
