TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;false;0;0;
9;true;true;0;0;
12;false;false;0;0;
14;true;false;3;0;REQ002
16;false;false;3;0;
18;false;true;3;0;
20;true;true;3;0;
22;true;false;3;0;
24;true;true;0;1;REQ004REQ001
27;true;false;0;1;
30;false;false;0;1;
32;true;false;3;1;REQ002
35;false;false;3;1;
38;false;false;3;1;
41;true;false;3;1;
43;true;true;0;1;REQ004REQ001
46;false;false;0;1;
48;true;false;3;1;REQ002
51;true;true;3;1;
53;false;false;3;1;
56;true;false;3;1;
58;false;false;1;1;REQ004
60;true;false;1;1;
63;false;true;0;1;REQ001
65;false;true;0;1;
68;false;true;0;1;
70;true;false;0;1;
72;false;true;0;1;
75;true;true;0;1;
78;false;false;0;1;
80;true;true;0;1;
