TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
270;1;0;79;2;0;REQ012
594;1;2;81;3;3;REQ009REQ004REQ014REQ003
908;1;0;80;2;0;REQ015REQ001
1158;1;0;81;0;0;REQ004
1388;0;1;80;2;1;REQ001REQ010
1655;1;2;79;2;0;REQ012
1911;1;1;79;2;1;REQ013
2165;0;0;80;2;1;
2418;1;1;79;2;0;REQ012
2696;0;0;81;0;0;REQ004
3023;0;0;81;0;0;REQ004
3270;0;0;79;2;0;REQ001
3536;1;2;80;2;0;REQ012
3824;1;2;79;2;0;
4138;1;0;81;0;0;REQ009REQ004
4366;0;0;80;2;0;REQ001
4634;0;1;81;1;1;REQ009REQ004REQ010REQ002
4898;0;2;81;3;3;REQ011REQ003
5191;1;2;79;2;0;REQ012REQ001
5513;0;0;79;2;0;
5838;0;1;81;1;1;REQ009REQ010REQ002
6175;0;1;79;2;1;REQ001
6454;1;1;80;2;0;REQ012
6719;0;0;80;2;0;
6986;0;1;81;1;1;REQ004REQ010REQ002
