TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
5;false;true;0;0;
7;false;false;0;0;
9;false;false;0;0;
12;true;true;0;0;
15;true;false;0;0;
18;true;true;0;0;
21;true;true;0;0;
24;false;true;0;0;
26;true;false;0;0;
28;false;true;0;0;
31;true;false;0;0;
34;true;false;0;0;
37;false;false;0;0;
39;true;false;2;0;REQ003
42;true;false;2;0;
44;true;true;2;0;
46;false;true;2;0;
48;true;false;2;0;
50;true;true;2;0;
53;false;false;2;0;
55;true;false;2;0;
57;true;false;2;0;
59;true;false;2;0;
61;true;false;2;0;
64;true;true;2;0;
67;false;false;2;0;
69;false;false;1;0;REQ005
71;false;true;0;0;REQ001
73;true;false;0;0;
75;false;false;0;0;
78;true;false;3;0;REQ002
