TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
13;false;true;true;false;5;REQ007
44;true;false;false;false;4;REQ005
78;true;false;true;true;4;REQ005
93;true;true;true;false;4;REQ006
117;true;false;false;false;4;REQ005
148;false;true;true;false;5;REQ007
192;true;true;false;true;5;REQ008
230;true;false;true;false;4;REQ005
270;true;true;true;true;4;REQ006
317;false;false;true;true;0;REQ001
355;false;true;true;true;5;REQ007
365;true;false;true;false;4;REQ005
391;false;false;false;true;1;REQ002
435;false;true;false;true;5;REQ007
470;false;false;false;false;3;REQ004
487;false;true;true;false;5;REQ007
501;false;false;false;false;3;REQ004
520;true;true;false;true;3;
560;false;false;false;true;1;REQ002
592;false;true;true;true;5;REQ007
608;true;true;false;true;5;REQ008
642;true;false;true;true;4;REQ005
677;true;true;true;true;4;REQ006
700;false;true;true;true;5;REQ007
739;true;true;false;true;5;REQ008
