TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
5;true;false;0;0;
8;false;true;0;0;
10;true;true;0;0;
13;true;true;0;0;
15;true;true;0;0;
18;false;false;0;0;
20;true;true;0;0;
22;true;true;0;0;
25;false;true;0;0;
28;true;false;0;0;
30;true;false;0;0;
33;false;false;0;0;
35;true;true;0;0;
38;false;false;0;0;
40;true;false;2;0;REQ003
43;true;true;2;0;
45;true;false;2;0;
48;true;false;2;0;
51;false;true;2;0;
54;true;true;2;0;
56;true;true;2;0;
58;false;false;2;0;
60;true;false;2;0;
62;true;true;2;0;
65;false;false;2;0;
68;false;false;2;0;
70;true;true;0;0;REQ005REQ001
72;true;false;0;0;
74;true;true;0;0;
76;true;false;0;0;
79;false;true;0;0;
