TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
18;true;3;true;on ;low ;false;
36;false;6;false;on ;low ;false;
84;false;5;true;on ;low ;false;
103;true;10;true;off ;high ;false;REQ001REQ011REQ002
128;false;11;false;off ;high ;false;
157;true;2;false;off ;low ;true;REQ004REQ005REQ003
181;false;6;true;on ;low ;false;REQ006REQ010
224;true;5;true;on ;low ;false;
274;false;7;true;on ;low ;false;
319;false;4;false;on ;low ;false;
331;true;1;false;off ;low ;true;REQ005REQ009
344;true;9;false;off ;permitted ;true;REQ001
359;true;10;false;off ;high ;false;REQ002REQ008
377;true;1;true;on ;low ;false;REQ004REQ003REQ010
391;false;6;false;on ;low ;false;
437;true;6;true;on ;low ;false;
480;false;8;false;on ;low ;false;
499;true;8;true;on ;low ;false;
521;false;9;false;off ;permitted ;false;REQ001REQ011
543;false;5;false;on ;low ;false;REQ003REQ010
555;true;1;true;on ;low ;false;
570;false;11;false;off ;high ;false;REQ001REQ011REQ002
608;false;7;true;on ;low ;false;REQ004REQ003REQ010
637;false;1;true;on ;low ;false;
665;false;5;false;on ;low ;false;
698;true;7;true;on ;low ;false;
714;false;5;true;on ;low ;false;
739;true;7;true;on ;low ;false;
766;false;6;true;on ;low ;false;
781;false;1;true;on ;low ;false;
805;false;11;false;off ;high ;false;REQ001REQ002REQ011
835;true;6;true;on ;low ;false;REQ004REQ003REQ010
863;false;11;false;off ;high ;false;REQ001REQ011REQ002
888;true;9;true;off ;permitted ;false;REQ004
911;false;7;false;on ;low ;false;REQ003REQ010
932;true;3;true;on ;low ;false;
