TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
11;false;7;true;on ;low ;false;
58;false;3;true;on ;low ;false;
85;true;8;false;off ;low ;true;REQ005REQ009
105;true;6;true;on ;low ;false;REQ006REQ010
154;true;9;true;off ;permitted ;false;REQ001REQ011
200;false;8;true;on ;low ;false;REQ003REQ010
225;false;5;true;on ;low ;false;
236;false;0;false;on ;low ;false;
246;true;6;true;on ;low ;false;
296;false;6;false;on ;low ;false;
308;true;3;false;off ;low ;true;REQ005REQ009
328;false;4;true;on ;low ;false;REQ006REQ010
342;false;6;false;on ;low ;false;
376;false;8;true;on ;low ;false;
426;true;4;true;on ;low ;false;
473;false;2;true;on ;low ;false;
517;false;4;true;on ;low ;false;
550;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
585;true;10;false;off ;high ;false;
608;true;1;true;on ;low ;false;REQ004REQ003REQ010
652;false;2;true;on ;low ;false;
699;true;7;false;off ;low ;true;REQ005REQ009
716;true;7;true;on ;low ;false;REQ006REQ010
738;false;7;true;on ;low ;false;
753;false;3;false;on ;low ;false;
796;true;7;false;off ;low ;true;REQ005REQ009
835;true;8;false;off ;low ;true;
851;true;5;false;off ;low ;true;
872;false;2;false;off ;low ;true;
907;true;5;false;off ;low ;true;
946;true;0;false;off ;low ;true;
981;true;1;false;off ;low ;true;
994;false;4;true;on ;low ;false;REQ006REQ010
1006;false;3;false;on ;low ;false;
1043;false;11;false;off ;high ;false;REQ001REQ002REQ011
1063;true;2;true;on ;low ;false;REQ004REQ003REQ010
