TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
5;true;false;1;0;
8;false;false;1;0;
11;false;false;1;0;
14;true;false;1;0;
16;true;true;0;0;REQ001
19;true;false;0;0;
21;false;true;0;0;
23;false;true;0;0;
26;false;false;0;0;
28;true;true;0;0;
31;false;true;0;0;
34;false;true;0;0;
36;false;false;0;0;
38;false;false;0;0;
40;false;true;0;0;
43;false;true;0;0;
46;false;false;0;0;
49;true;false;2;0;REQ003
51;true;false;2;0;
53;false;false;2;0;
56;false;true;2;0;
58;false;false;2;0;
61;false;true;2;0;
64;false;false;2;0;
67;true;false;2;0;
69;false;true;2;0;
72;true;true;2;0;
74;false;true;2;0;
77;false;true;2;0;
80;false;true;1;0;REQ005
82;true;false;1;0;
