TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
16;true;false;false;true;4;REQ005
66;false;true;true;false;5;REQ007
93;true;false;true;true;4;REQ005
132;false;true;false;true;5;REQ007
157;true;true;false;false;5;REQ008
168;true;true;true;false;5;
215;false;true;true;true;5;REQ007
258;false;false;true;false;2;REQ003
301;true;false;true;true;4;REQ005
352;true;true;false;true;4;REQ006
373;true;false;false;true;4;REQ005
422;false;false;true;false;2;REQ003
468;false;true;true;true;5;REQ007
516;false;false;true;true;0;REQ001
537;false;false;false;true;1;REQ002
583;true;false;false;false;4;REQ005
595;false;true;true;false;5;REQ007
626;true;false;true;false;4;REQ005
646;false;false;true;false;2;REQ003
694;false;false;false;false;3;REQ004
707;false;false;false;true;1;REQ002
744;true;false;true;true;4;REQ005
795;false;false;false;false;3;REQ004
806;false;false;true;true;0;REQ001
829;false;true;true;false;5;REQ007
