TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
4;false;false;1;0;
6;false;true;0;0;REQ001
9;false;true;0;0;
12;true;true;0;0;
15;false;true;0;0;
18;true;false;0;0;
21;false;false;0;0;
24;false;true;0;0;
26;false;true;0;0;
28;true;false;0;0;
30;true;false;0;0;
32;false;true;0;0;
34;false;true;0;0;
36;false;false;0;0;
39;false;false;0;0;
41;false;false;0;0;
44;false;true;0;0;
47;true;false;0;0;
50;false;false;0;0;
52;false;false;0;0;
55;false;false;0;0;
58;true;false;2;0;REQ003
60;true;false;2;0;
63;true;false;2;0;
65;false;true;2;0;
68;false;true;2;0;
71;false;false;2;0;
73;true;true;2;0;
75;false;false;2;0;
78;false;true;2;0;
81;false;true;2;0;
