TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
323;0;1;81;1;1;REQ005REQ010REQ002
609;1;0;80;2;0;REQ001REQ012
935;0;2;79;2;3;REQ011
1168;0;1;80;2;1;REQ010
1410;1;0;80;2;0;REQ012
1657;1;2;80;2;3;REQ014
1942;1;1;81;1;1;REQ013REQ002
2235;0;0;81;1;1;REQ002
2485;0;1;79;2;1;REQ001REQ010
2716;0;1;81;1;1;REQ002
3005;1;0;81;0;0;REQ012REQ004
3300;1;2;80;2;3;REQ001REQ014
3622;0;1;81;1;1;REQ003REQ010REQ002
3844;1;0;80;2;0;REQ012REQ001
4154;1;2;80;2;3;REQ014
4385;0;1;80;2;1;REQ010
4622;0;2;80;2;3;REQ011
4930;0;1;79;2;1;REQ010
5214;0;0;79;2;1;
5522;0;1;79;2;1;REQ010
5827;1;2;81;0;0;REQ007REQ002REQ012REQ004
6103;0;1;79;2;1;REQ001REQ010
6437;0;2;80;2;3;REQ011
6739;1;1;81;0;0;REQ008REQ012REQ004
7070;1;2;79;2;3;REQ014REQ001
