TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
45;true;6;false;off ;low ;true;REQ005REQ009
88;false;1;false;off ;low ;true;
114;true;1;true;on ;low ;false;REQ006REQ010
137;false;9;false;off ;permitted ;false;REQ001REQ011
179;true;9;false;off ;permitted ;true;REQ005
224;false;3;false;off ;low ;true;REQ003
270;true;5;true;on ;low ;false;REQ006REQ010
279;true;2;true;on ;low ;false;
300;true;6;false;on ;low ;false;
331;true;9;false;off ;permitted ;false;REQ001REQ011
379;true;8;false;on ;low ;false;REQ003REQ010
395;true;11;true;off ;high ;false;REQ001REQ011REQ002
436;true;7;false;on ;low ;false;REQ004REQ003REQ010
450;false;4;true;on ;low ;false;
481;true;6;false;off ;low ;true;REQ005REQ009
508;true;8;false;off ;low ;true;
539;false;5;true;on ;low ;false;REQ006REQ010
567;false;6;true;on ;low ;false;
594;false;2;false;on ;low ;false;
622;true;1;false;off ;low ;true;REQ005REQ009
670;false;5;false;off ;low ;true;
703;true;8;true;on ;low ;false;REQ006REQ010
750;true;8;true;on ;low ;false;
787;false;7;true;on ;low ;false;
814;true;3;false;off ;low ;true;REQ005REQ009
839;false;8;true;on ;low ;false;REQ006REQ010
882;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
892;false;8;true;on ;low ;false;REQ006REQ003REQ010
901;false;2;true;on ;low ;false;
925;false;0;false;on ;low ;false;
968;false;11;true;off ;high ;false;REQ001REQ002REQ011
986;true;6;true;on ;low ;false;REQ004REQ003REQ010
1023;true;3;true;on ;low ;false;
1073;false;1;false;on ;low ;false;
1103;true;0;false;off ;low ;true;REQ005REQ009
1150;true;9;true;off ;permitted ;false;REQ006REQ001
