TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
255;0;2;80;2;3;REQ011
556;0;1;80;2;1;REQ010
776;1;0;81;0;0;REQ012REQ004
1025;0;2;81;3;3;REQ011REQ003
1305;1;2;81;0;0;REQ003REQ012REQ004
1638;1;2;80;2;0;REQ001
1892;1;0;79;2;0;
2218;1;2;79;2;3;REQ014
2448;0;0;80;2;3;
2695;0;0;79;2;3;
2938;0;1;81;1;1;REQ010REQ002
3159;1;1;80;2;0;REQ001REQ012
3463;1;0;81;0;0;REQ004
3688;0;0;81;0;0;REQ004
3994;1;2;79;2;0;REQ012REQ001
4297;1;0;79;2;0;
4585;1;2;79;2;3;REQ014
4881;1;2;79;2;3;
5152;0;2;79;2;3;
5455;1;1;80;2;0;REQ012
5735;1;0;80;2;0;
6072;0;2;79;2;3;REQ011
6304;1;0;80;2;0;REQ012
6566;0;1;80;2;1;REQ010
6899;0;2;81;3;3;REQ007REQ002REQ011REQ003
