TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
299;0;1;81;1;1;REQ010REQ002
564;0;0;81;1;1;REQ002
788;1;0;79;2;0;REQ001REQ012
1045;1;2;81;3;3;REQ009REQ014REQ003
1298;1;0;81;0;0;REQ003REQ015REQ004
1535;1;2;81;3;3;REQ014REQ003
1851;1;0;79;2;0;REQ001REQ015
2109;0;2;80;2;3;REQ011
2368;1;0;79;2;0;REQ012
2704;0;1;81;1;1;REQ004REQ010REQ002
2981;1;2;80;2;0;REQ001REQ012
3291;0;0;81;0;0;REQ009REQ004
3565;0;1;81;1;1;REQ010REQ002
3814;0;1;81;1;1;REQ002
4076;1;0;79;2;0;REQ012REQ001
4384;0;0;79;2;0;
4679;0;2;80;2;3;REQ011
4925;0;2;79;2;3;
5169;1;0;80;2;0;REQ012
5456;0;1;80;2;1;REQ010
5726;0;2;80;2;3;REQ011
5960;1;2;81;0;0;REQ012REQ004
6257;1;1;80;2;1;REQ013REQ001
6526;0;0;80;2;1;
6825;1;0;80;2;0;REQ012
