TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
49;true;0;true;on ;low ;false;
67;true;9;true;off ;permitted ;false;REQ001REQ011
113;true;5;false;on ;low ;false;REQ003REQ010
153;false;4;false;on ;low ;false;
181;false;4;false;on ;low ;false;
218;true;2;true;on ;low ;false;
248;false;7;false;on ;low ;false;
288;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
320;true;1;false;on ;low ;false;REQ004REQ003REQ010
349;true;5;false;on ;low ;false;
381;false;4;true;on ;low ;false;
398;true;11;true;off ;high ;false;REQ001REQ002REQ011
416;false;7;false;on ;low ;false;REQ004REQ003REQ010
441;false;10;false;off ;high ;false;REQ001REQ011REQ002
473;true;5;false;off ;low ;true;REQ004REQ005REQ003
485;true;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
516;false;4;false;on ;low ;false;REQ003REQ010
537;false;4;true;on ;low ;false;
554;true;6;true;on ;low ;false;
568;true;8;false;on ;low ;false;
611;true;8;false;on ;low ;false;
623;false;8;false;on ;low ;false;
641;true;11;true;off ;high ;false;REQ001REQ002REQ011
681;true;2;true;on ;low ;false;REQ004REQ003REQ010
694;false;6;false;on ;low ;false;
728;true;11;false;off ;high ;false;REQ001REQ005REQ011REQ002REQ007
768;true;0;true;on ;low ;false;REQ004REQ003REQ010
805;true;2;true;on ;low ;false;
847;true;4;true;on ;low ;false;
878;true;10;false;off ;high ;false;REQ001REQ011REQ002
888;true;3;false;on ;low ;false;REQ004REQ003REQ010
935;true;3;true;on ;low ;false;
952;true;8;false;on ;low ;false;
988;true;6;true;on ;low ;false;
1025;false;3;false;on ;low ;false;
1050;true;3;false;off ;low ;true;REQ005REQ009
