TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
18;true;false;true;true;4;REQ005
59;true;true;false;false;4;REQ006
73;false;true;true;false;5;REQ007
123;true;true;false;false;5;REQ008
138;false;true;true;false;5;REQ007
152;false;false;false;false;3;REQ004
192;false;false;true;false;2;REQ003
223;true;true;true;false;2;
254;true;true;false;false;2;
281;false;true;true;true;5;REQ007
291;false;true;false;false;5;REQ007
311;false;true;false;true;5;REQ007
331;true;true;true;true;5;REQ008
372;false;true;false;false;5;REQ007
383;false;false;false;false;3;REQ004
407;true;true;true;false;3;
423;true;true;true;true;3;
452;true;false;false;true;4;REQ005
492;true;false;false;true;4;REQ005
538;false;true;false;false;5;REQ007
583;true;true;true;true;5;REQ008
619;false;false;true;true;0;REQ001
645;false;true;true;false;5;REQ007
689;false;true;false;true;5;REQ007
736;false;false;false;false;3;REQ004
