TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;true;false;false;false;4;REQ005
49;false;true;false;true;5;REQ007
81;false;true;false;false;5;REQ007
121;true;false;true;true;4;REQ005
151;true;true;false;true;4;REQ006
188;true;false;true;true;4;REQ005
215;true;true;false;false;4;REQ006
265;false;true;true;true;5;REQ007
278;false;true;true;true;5;REQ007
297;false;true;true;true;5;REQ007
329;true;false;true;false;4;REQ005
356;false;false;true;true;0;REQ001
375;false;true;true;true;5;REQ007
411;false;false;false;false;3;REQ004
421;false;true;false;true;5;REQ007
432;true;true;false;true;5;REQ008
472;false;true;true;true;5;REQ007
481;false;true;true;false;5;REQ007
503;true;false;false;false;4;REQ005
521;false;false;false;true;1;REQ002
554;true;true;false;true;1;
585;true;false;true;true;4;REQ005
598;true;true;true;false;4;REQ006
621;false;false;true;false;2;REQ003
660;true;false;true;false;4;REQ005
